127.0.0.1|1516071534
127.0.0.1|1516071534
127.0.0.1|1516071535
127.0.0.1|1516071535
127.0.0.1|1516071535
127.0.0.1|1516071535
127.0.0.1|1516071535
127.0.0.1|1516181595
127.0.0.1|1516181941
127.0.0.1|1516182299
127.0.0.1|1516239073
127.0.0.1|1516256749
127.0.0.1|1516256838
127.0.0.1|1516264528
127.0.0.1|1516265047
127.0.0.1|1516265372
127.0.0.1|1516265890
127.0.0.1|1516266202
127.0.0.1|1516266208
127.0.0.1|1516266391
127.0.0.1|1516266681
127.0.0.1|1516266792
127.0.0.1|1516266797
127.0.0.1|1516328345
127.0.0.1|1516329158
127.0.0.1|1516332989
127.0.0.1|1516333503
127.0.0.1|1516333985
127.0.0.1|1516339718
127.0.0.1|1516342063
127.0.0.1|1516356557
127.0.0.1|1516356907
127.0.0.1|1516443903
127.0.0.1|1516582771
127.0.0.1|1516673577
127.0.0.1|1516687102
127.0.0.1|1516687149
127.0.0.1|1516687152
127.0.0.1|1516687228
127.0.0.1|1516687249
127.0.0.1|1516687252
127.0.0.1|1516687309
127.0.0.1|1516687316
127.0.0.1|1516687332
127.0.0.1|1516687333
127.0.0.1|1516687559
127.0.0.1|1516687587
127.0.0.1|1516688245
127.0.0.1|1516688262
127.0.0.1|1516688305
127.0.0.1|1516688631
127.0.0.1|1516688638
127.0.0.1|1516688706
127.0.0.1|1516688708
127.0.0.1|1516688709
127.0.0.1|1516688746
127.0.0.1|1516688748
127.0.0.1|1516688792
127.0.0.1|1516688794
127.0.0.1|1516690359
127.0.0.1|1516690360
127.0.0.1|1516690428
127.0.0.1|1516690433
127.0.0.1|1516690434
127.0.0.1|1516690434
127.0.0.1|1516690493
127.0.0.1|1516690500
127.0.0.1|1516690501
127.0.0.1|1516690502
127.0.0.1|1516690505
127.0.0.1|1516690558
127.0.0.1|1516690559
127.0.0.1|1516690560
127.0.0.1|1516690602
127.0.0.1|1516690945
127.0.0.1|1516691134
127.0.0.1|1516691134
127.0.0.1|1516691165
127.0.0.1|1516691311
127.0.0.1|1516691835
127.0.0.1|1516691837
127.0.0.1|1516691840
127.0.0.1|1516691845
127.0.0.1|1516691856
127.0.0.1|1516691859
127.0.0.1|1516691879
127.0.0.1|1516691993
127.0.0.1|1516692471
127.0.0.1|1516692482
127.0.0.1|1516692495
127.0.0.1|1516692533
127.0.0.1|1516692556
127.0.0.1|1516692573
127.0.0.1|1516692589
127.0.0.1|1516692639
127.0.0.1|1516692666
127.0.0.1|1516692709
127.0.0.1|1516692866
127.0.0.1|1516692940
127.0.0.1|1516692959
127.0.0.1|1516692969
127.0.0.1|1516693129
127.0.0.1|1516693230
127.0.0.1|1516693292
127.0.0.1|1516693626
127.0.0.1|1516693654
127.0.0.1|1516693664
127.0.0.1|1516693677
127.0.0.1|1516693719
127.0.0.1|1516693797
127.0.0.1|1516693864
127.0.0.1|1516693887
127.0.0.1|1516693917
127.0.0.1|1516693928
127.0.0.1|1516695795
127.0.0.1|1516695798
127.0.0.1|1516695855
127.0.0.1|1516695856
127.0.0.1|1516695857
127.0.0.1|1516695858
127.0.0.1|1516695906
127.0.0.1|1516695907
127.0.0.1|1516695908
127.0.0.1|1516695908
127.0.0.1|1516695971
127.0.0.1|1516695972
127.0.0.1|1516695972
127.0.0.1|1516695973
127.0.0.1|1516695974
127.0.0.1|1516695991
127.0.0.1|1516695992
127.0.0.1|1516695992
127.0.0.1|1516695993
127.0.0.1|1516696008
127.0.0.1|1516696009
127.0.0.1|1516696040
127.0.0.1|1516696041
127.0.0.1|1516696041
127.0.0.1|1516867764
127.0.0.1|1517378581
127.0.0.1|1517378583
127.0.0.1|1517378651
127.0.0.1|1517378790
127.0.0.1|1517379338
127.0.0.1|1517383504
127.0.0.1|1517384436
127.0.0.1|1517466430
127.0.0.1|1517466472
127.0.0.1|1517466493
127.0.0.1|1517466494
127.0.0.1|1517466524
127.0.0.1|1517466528
127.0.0.1|1517466555
127.0.0.1|1517466562
127.0.0.1|1517466565
127.0.0.1|1517466566
127.0.0.1|1517466570
127.0.0.1|1517466571
127.0.0.1|1517466598
127.0.0.1|1517466604
127.0.0.1|1517466606
127.0.0.1|1522883294
127.0.0.1|1522883296
127.0.0.1|1522883297
127.0.0.1|1522883886
127.0.0.1|1522883944
127.0.0.1|1522884224
127.0.0.1|1522884993
127.0.0.1|1522885030
127.0.0.1|1522885031
127.0.0.1|1522885031
127.0.0.1|1522885032
127.0.0.1|1522885045
127.0.0.1|1522885046
127.0.0.1|1522885047
127.0.0.1|1522885048
127.0.0.1|1522885065
127.0.0.1|1522885157
127.0.0.1|1522885208
127.0.0.1|1522885208
127.0.0.1|1522885209
127.0.0.1|1522885210
127.0.0.1|1522885210
127.0.0.1|1522885211
127.0.0.1|1522885212
127.0.0.1|1522885212
127.0.0.1|1522885212
127.0.0.1|1522885238
127.0.0.1|1522885239
127.0.0.1|1522885240
127.0.0.1|1522885240
127.0.0.1|1522885241
127.0.0.1|1522885241
127.0.0.1|1522885258
127.0.0.1|1522885259
127.0.0.1|1522885260
127.0.0.1|1522885260
127.0.0.1|1522885261
127.0.0.1|1522885261
127.0.0.1|1522885276
127.0.0.1|1522885279
127.0.0.1|1522885667
127.0.0.1|1522887064
127.0.0.1|1522887151
127.0.0.1|1522887162
127.0.0.1|1522887209
127.0.0.1|1522887229
127.0.0.1|1522887267
127.0.0.1|1522887293
127.0.0.1|1522887366
127.0.0.1|1522887397
127.0.0.1|1522887407
127.0.0.1|1522887419
127.0.0.1|1522887491
127.0.0.1|1522887519
127.0.0.1|1522887523
127.0.0.1|1522887525
127.0.0.1|1522887591
127.0.0.1|1522887692
127.0.0.1|1522887743
127.0.0.1|1522887950
127.0.0.1|1522887972
127.0.0.1|1522887979
127.0.0.1|1522888006
127.0.0.1|1522888007
127.0.0.1|1522888009
127.0.0.1|1522888052
127.0.0.1|1522888740
127.0.0.1|1522888824
127.0.0.1|1522888860
127.0.0.1|1522888889
127.0.0.1|1522888904
127.0.0.1|1522888919
127.0.0.1|1522888943
127.0.0.1|1522888997
127.0.0.1|1522889048
127.0.0.1|1522889117
127.0.0.1|1522889126
127.0.0.1|1522889254
127.0.0.1|1522889372
127.0.0.1|1522889400
127.0.0.1|1522889431
127.0.0.1|1522889508
127.0.0.1|1522889571
127.0.0.1|1522889601
127.0.0.1|1522889614
127.0.0.1|1522889686
127.0.0.1|1522889750
127.0.0.1|1522889991
127.0.0.1|1522889993
127.0.0.1|1522890044
127.0.0.1|1522890094
127.0.0.1|1522890122
127.0.0.1|1522896651
127.0.0.1|1522900376
127.0.0.1|1522909347
127.0.0.1|1522910777
127.0.0.1|1522910804
127.0.0.1|1522910836
127.0.0.1|1522910874
127.0.0.1|1522910877
127.0.0.1|1522910882
127.0.0.1|1522911386
127.0.0.1|1522911434
127.0.0.1|1522911645
127.0.0.1|1522911656
127.0.0.1|1522911660
127.0.0.1|1522911661
127.0.0.1|1522911725
127.0.0.1|1522911767
127.0.0.1|1522911805
127.0.0.1|1522911809
127.0.0.1|1522911829
127.0.0.1|1522911836
127.0.0.1|1522911839
127.0.0.1|1522911841
127.0.0.1|1522911844
127.0.0.1|1522911936
127.0.0.1|1522911943
127.0.0.1|1522911945
127.0.0.1|1522911945
127.0.0.1|1522911948
127.0.0.1|1522911959
127.0.0.1|1522911989
127.0.0.1|1522911997
127.0.0.1|1522912240
127.0.0.1|1522912263
127.0.0.1|1522912287
127.0.0.1|1522912292
127.0.0.1|1522912597
127.0.0.1|1522912610
127.0.0.1|1522912622
127.0.0.1|1522912630
127.0.0.1|1522912709
127.0.0.1|1522912727
127.0.0.1|1522912802
127.0.0.1|1522912804
127.0.0.1|1522912821
127.0.0.1|1522912828
127.0.0.1|1522912830
127.0.0.1|1522912831
127.0.0.1|1522912832
127.0.0.1|1522912833
127.0.0.1|1522912833
127.0.0.1|1522912835
127.0.0.1|1522912848
127.0.0.1|1522912868
127.0.0.1|1522921979
127.0.0.1|1522921982
127.0.0.1|1522923301
127.0.0.1|1522923468
127.0.0.1|1522968381
127.0.0.1|1522968386
127.0.0.1|1522968395
127.0.0.1|1522968436
127.0.0.1|1522968439
127.0.0.1|1522968441
127.0.0.1|1522969169
127.0.0.1|1522969188
127.0.0.1|1522969394
127.0.0.1|1522969399
127.0.0.1|1522969403
127.0.0.1|1522969404
127.0.0.1|1522969406
127.0.0.1|1522969407
127.0.0.1|1522969408
127.0.0.1|1522969409
127.0.0.1|1522969410
127.0.0.1|1522969411
127.0.0.1|1522969412
127.0.0.1|1522969425
127.0.0.1|1522969431
127.0.0.1|1522969443
127.0.0.1|1522969445
127.0.0.1|1522969446
127.0.0.1|1522969449
127.0.0.1|1522969496
127.0.0.1|1522969545
127.0.0.1|1522969564
127.0.0.1|1522969583
127.0.0.1|1522969615
127.0.0.1|1522969620
127.0.0.1|1522970385
127.0.0.1|1522970985
127.0.0.1|1522971638
127.0.0.1|1522971690
127.0.0.1|1523152844
127.0.0.1|1523154008
127.0.0.1|1523154108
127.0.0.1|1523154119
127.0.0.1|1523154125
127.0.0.1|1523154129
127.0.0.1|1523154132
127.0.0.1|1523154134
127.0.0.1|1523154141
127.0.0.1|1523154318
127.0.0.1|1523154322
127.0.0.1|1523154325
127.0.0.1|1523154328
127.0.0.1|1523154330
127.0.0.1|1523154340
127.0.0.1|1523154344
127.0.0.1|1523154352
127.0.0.1|1523154355
127.0.0.1|1523154483
127.0.0.1|1523154509
127.0.0.1|1523154513
127.0.0.1|1523154516
127.0.0.1|1523154519
127.0.0.1|1523154559
127.0.0.1|1523154564
127.0.0.1|1523154571
127.0.0.1|1523154609
127.0.0.1|1523154614
127.0.0.1|1523154617
127.0.0.1|1523155221
127.0.0.1|1523155229
127.0.0.1|1523155236
127.0.0.1|1523155250
127.0.0.1|1523155261
127.0.0.1|1523155264
127.0.0.1|1523155274
127.0.0.1|1523155282
127.0.0.1|1523155286
127.0.0.1|1523155291
127.0.0.1|1523155294
127.0.0.1|1523155298
127.0.0.1|1523155300
127.0.0.1|1523155302
127.0.0.1|1523155307
127.0.0.1|1523155312
127.0.0.1|1523155316
127.0.0.1|1523155319
127.0.0.1|1523155322
127.0.0.1|1523155400
127.0.0.1|1523155402
127.0.0.1|1523155598
127.0.0.1|1523155600
127.0.0.1|1523155603
127.0.0.1|1523155605
127.0.0.1|1523155608
127.0.0.1|1523155611
127.0.0.1|1523155772
127.0.0.1|1523155775
127.0.0.1|1523155777
127.0.0.1|1523155778
127.0.0.1|1523155779
127.0.0.1|1523155780
127.0.0.1|1523155862
127.0.0.1|1523155868
127.0.0.1|1523155870
127.0.0.1|1523155871
127.0.0.1|1523155899
127.0.0.1|1523155900
127.0.0.1|1523155928
127.0.0.1|1523155930
127.0.0.1|1523155945
127.0.0.1|1523155948
127.0.0.1|1523155949
127.0.0.1|1523155978
127.0.0.1|1523155980
127.0.0.1|1523155981
127.0.0.1|1523155981
127.0.0.1|1523155982
127.0.0.1|1523155982
127.0.0.1|1523155983
127.0.0.1|1523155984
127.0.0.1|1523155984
127.0.0.1|1523155985
127.0.0.1|1523155986
127.0.0.1|1523156007
127.0.0.1|1523156039
127.0.0.1|1523156172
127.0.0.1|1523156174
127.0.0.1|1523156174
127.0.0.1|1523156175
127.0.0.1|1523156272
127.0.0.1|1523156280
127.0.0.1|1523156300
127.0.0.1|1523156302
127.0.0.1|1523156733
127.0.0.1|1523156739
127.0.0.1|1523157221
127.0.0.1|1523157228
127.0.0.1|1523157246
127.0.0.1|1523157346
127.0.0.1|1523157351
127.0.0.1|1523157368
127.0.0.1|1523157490
127.0.0.1|1523157496
127.0.0.1|1523157510
127.0.0.1|1523157549
127.0.0.1|1523157819
127.0.0.1|1523157838
127.0.0.1|1523157899
127.0.0.1|1523157907
127.0.0.1|1523158005
127.0.0.1|1523158040
127.0.0.1|1523158106
127.0.0.1|1523158128
127.0.0.1|1523158145
127.0.0.1|1523158220
127.0.0.1|1523158468
127.0.0.1|1523158480
127.0.0.1|1523158971
127.0.0.1|1523159040
127.0.0.1|1523159075
127.0.0.1|1523159110
127.0.0.1|1523159114
127.0.0.1|1523159177
127.0.0.1|1523159183
127.0.0.1|1523159190
127.0.0.1|1523159192
127.0.0.1|1523159226
127.0.0.1|1523159269
127.0.0.1|1523159280
127.0.0.1|1523159370
192.168.2.16|1523160650
192.168.2.16|1523160692
192.168.2.16|1523160695
192.168.2.16|1523160698
192.168.2.16|1523160714
192.168.2.16|1523160752
127.0.0.1|1523162615
127.0.0.1|1523162622
127.0.0.1|1523162636
127.0.0.1|1523162788
127.0.0.1|1523162830
127.0.0.1|1523162835
127.0.0.1|1523162875
127.0.0.1|1523162912
127.0.0.1|1523162988
127.0.0.1|1523163022
127.0.0.1|1523163207
127.0.0.1|1523163212
127.0.0.1|1523163513
127.0.0.1|1523163516
127.0.0.1|1523163557
127.0.0.1|1523163604
127.0.0.1|1523163878
127.0.0.1|1523163901
127.0.0.1|1523164083
127.0.0.1|1523164128
127.0.0.1|1523164153
127.0.0.1|1523164155
127.0.0.1|1523164163
127.0.0.1|1523164254
127.0.0.1|1523164443
127.0.0.1|1523164517
127.0.0.1|1523164600
127.0.0.1|1523164765
127.0.0.1|1523164767
127.0.0.1|1523164815
127.0.0.1|1523164817
127.0.0.1|1523164838
127.0.0.1|1523164913
127.0.0.1|1523164915
127.0.0.1|1523164917
127.0.0.1|1523164961
127.0.0.1|1523164963
127.0.0.1|1523164965
127.0.0.1|1523164971
127.0.0.1|1523165011
127.0.0.1|1523165013
127.0.0.1|1523165043
127.0.0.1|1523165045
127.0.0.1|1523165089
127.0.0.1|1523165120
127.0.0.1|1523165125
127.0.0.1|1523165134
127.0.0.1|1523165149
127.0.0.1|1523165160
127.0.0.1|1523165171
127.0.0.1|1523165259
127.0.0.1|1523165289
127.0.0.1|1523165469
127.0.0.1|1523165540
127.0.0.1|1523165768
127.0.0.1|1523165847
127.0.0.1|1523165890
127.0.0.1|1523165926
127.0.0.1|1523165932
127.0.0.1|1523165984
127.0.0.1|1523166031
127.0.0.1|1523166041
127.0.0.1|1523166072
127.0.0.1|1523166094
127.0.0.1|1523166109
127.0.0.1|1523166137
